 15.00	 11.50	  2.00
 17.00	 11.50	  2.00
 20.30	 11.50	  2.00
 20.50	 11.50	  2.00
 20.90	 11.50	  2.00
 21.80	 11.50	  2.00
 23.50	 11.50	  2.00
 26.90	 11.50	  2.00
 27.30	 11.50	  2.00
 28.20	 11.50	  2.00
 28.90	 11.50	  2.00
 32.60	 11.50	  2.00
 33.40	 11.50	  2.00
 11.70	 11.60	  2.00
 15.30	 11.60	  2.00
 15.40	 11.60	  2.00
 16.60	 11.60	  2.00
 17.60	 11.60	  2.00
 18.10	 11.60	  2.00
 18.90	 11.60	  2.00
 19.30	 11.60	  2.00
 21.10	 11.60	  2.00
 22.50	 11.60	  2.00
 27.80	 11.60	  2.00
 28.40	 11.60	  2.00
 28.90	 11.60	  2.00
 33.40	 11.60	  2.00
 33.60	 11.60	  2.00
 36.50	 11.60	  2.00
 10.70	 11.70	  2.00
 11.80	 11.70	  2.00
 12.20	 11.70	  2.00
 12.50	 11.70	  2.00
 13.70	 11.70	  2.00
 18.50	 11.70	  2.00
 20.60	 11.70	  2.00
 22.80	 11.70	  2.00
 24.10	 11.70	  2.00
 24.80	 11.70	  2.00
 26.30	 11.70	  2.00
 26.40	 11.70	  2.00
 26.60	 11.70	  2.00
 28.10	 11.70	  2.00
 29.70	 11.70	  2.00
 30.10	 11.70	  2.00
 31.20	 11.70	  2.00
 31.30	 11.70	  2.00
 35.10	 11.70	  2.00
 10.90	 11.80	  2.00
 11.20	 11.80	  2.00
 11.60	 11.80	  2.00
 14.50	 11.80	  2.00
 17.20	 11.80	  2.00
 17.40	 11.80	  2.00
 17.50	 11.80	  2.00
 20.00	 11.80	  2.00
 20.60	 11.80	  2.00
 24.60	 11.80	  2.00
 25.30	 11.80	  2.00
 26.40	 11.80	  2.00
 27.40	 11.80	  2.00
 27.50	 11.80	  2.00
 27.80	 11.80	  2.00
 28.20	 11.80	  2.00
 28.40	 11.80	  2.00
 28.50	 11.80	  2.00
 30.50	 11.80	  2.00
 32.60	 11.80	  2.00
 36.50	 11.80	  2.00
 11.20	 11.90	  2.00
 13.40	 11.90	  2.00
 14.60	 11.90	  2.00
 17.90	 11.90	  2.00
 19.30	 11.90	  2.00
 20.70	 11.90	  2.00
 21.10	 11.90	  2.00
 21.50	 11.90	  2.00
 22.70	 11.90	  2.00
 23.50	 11.90	  2.00
 24.10	 11.90	  2.00
 24.40	 11.90	  2.00
 25.20	 11.90	  2.00
 25.70	 11.90	  2.00
 27.80	 11.90	  2.00
 27.90	 11.90	  2.00
 29.00	 11.90	  2.00
 30.70	 11.90	  2.00
 31.30	 11.90	  2.00
 34.50	 11.90	  2.00
 35.60	 11.90	  2.00
 36.90	 11.90	  2.00
 13.80	 12.00	  2.00
 16.20	 12.00	  2.00
 17.20	 12.00	  2.00
 19.20	 12.00	  2.00
 20.30	 12.00	  2.00
 21.00	 12.00	  2.00
 21.30	 12.00	  2.00
 21.80	 12.00	  2.00
 26.60	 12.00	  2.00
 28.00	 12.00	  2.00
 31.00	 12.00	  2.00
 33.60	 12.00	  2.00
 12.00	 12.10	  2.00
 12.30	 12.10	  2.00
 12.80	 12.10	  2.00
 18.10	 12.10	  2.00
 23.40	 12.10	  2.00
 23.70	 12.10	  2.00
 24.10	 12.10	  2.00
 24.80	 12.10	  2.00
 24.90	 12.10	  2.00
 26.70	 12.10	  2.00
 31.70	 12.10	  2.00
 31.80	 12.10	  2.00
 33.50	 12.10	  2.00
 35.50	 12.10	  2.00
 11.00	 16.10	  3.00
 13.50	 16.10	  3.00
 14.00	 16.10	  3.00
 14.30	 16.10	  3.00
 14.50	 16.10	  3.00
 14.60	 16.10	  3.00
 15.70	 16.10	  3.00
 16.70	 16.10	  3.00
 19.40	 16.10	  3.00
 23.00	 16.10	  3.00
 23.30	 16.10	  3.00
 23.60	 16.10	  3.00
 25.10	 16.10	  3.00
 26.90	 16.10	  3.00
 30.50	 16.10	  3.00
 31.30	 16.10	  3.00
 32.50	 16.10	  3.00
 35.30	 16.10	  3.00
 35.50	 16.10	  3.00
 35.90	 16.10	  3.00
 11.50	 16.20	  3.00
 14.20	 16.20	  3.00
 14.30	 16.20	  3.00
 17.10	 16.20	  3.00
 17.40	 16.20	  3.00
 17.50	 16.20	  3.00
 19.50	 16.20	  3.00
 20.20	 16.20	  3.00
 20.90	 16.20	  3.00
 21.20	 16.20	  3.00
 27.30	 16.20	  3.00
 28.20	 16.20	  3.00
 32.60	 16.20	  3.00
 36.40	 16.20	  3.00
 14.10	 16.30	  3.00
 15.10	 16.30	  3.00
 15.30	 16.30	  3.00
 15.60	 16.30	  3.00
 16.00	 16.30	  3.00
 16.90	 16.30	  3.00
 17.40	 16.30	  3.00
 24.50	 16.30	  3.00
 25.70	 16.30	  3.00
 26.40	 16.30	  3.00
 29.60	 16.30	  3.00
 30.90	 16.30	  3.00
 31.30	 16.30	  3.00
 35.20	 16.30	  3.00
 35.30	 16.30	  3.00
 35.70	 16.30	  3.00
 36.20	 16.30	  3.00
 10.80	 16.40	  3.00
 10.90	 16.40	  3.00
 12.10	 16.40	  3.00
 18.00	 16.40	  3.00
 18.60	 16.40	  3.00
 20.50	 16.40	  3.00
 20.90	 16.40	  3.00
 21.70	 16.40	  3.00
 22.50	 16.40	  3.00
 26.20	 16.40	  3.00
 27.80	 16.40	  3.00
 28.10	 16.40	  3.00
 28.40	 16.40	  3.00
 29.00	 16.40	  3.00
 30.80	 16.40	  3.00
 32.10	 16.40	  3.00
 32.70	 16.40	  3.00
 36.80	 16.40	  3.00
 11.10	 16.50	  3.00
 15.10	 16.50	  3.00
 16.30	 16.50	  3.00
 16.60	 16.50	  3.00
 18.40	 16.50	  3.00
 18.50	 16.50	  3.00
 18.60	 16.50	  3.00
 20.00	 16.50	  3.00
 20.10	 16.50	  3.00
 20.60	 16.50	  3.00
 26.10	 16.50	  3.00
 27.50	 16.50	  3.00
 33.70	 16.50	  3.00
 34.60	 16.50	  3.00
 10.80	 16.60	  3.00
 12.00	 16.60	  3.00
 14.40	 16.60	  3.00
 16.60	 16.60	  3.00
 24.00	 16.60	  3.00
 25.40	 16.60	  3.00
 25.60	 16.60	  3.00
 26.70	 16.60	  3.00
 29.10	 16.60	  3.00
 30.40	 16.60	  3.00
 36.20	 16.60	  3.00
 12.60	 16.70	  3.00
 12.70	 16.70	  3.00
 12.80	 16.70	  3.00
 15.00	 16.70	  3.00
 15.10	 16.70	  3.00
 16.30	 16.70	  3.00
 16.50	 16.70	  3.00
 17.40	 16.70	  3.00
 19.80	 16.70	  3.00
 22.10	 16.70	  3.00
 24.80	 16.70	  3.00
 25.60	 16.70	  3.00
 26.20	 16.70	  3.00
 26.90	 16.70	  3.00
 31.50	 16.70	  3.00
 35.80	 16.70	  3.00
 13.20	 16.80	  3.00
 13.40	 16.80	  3.00
 13.70	 16.80	  3.00
 14.40	 16.80	  3.00
 14.50	 16.80	  3.00
 18.80	 16.80	  3.00
 20.50	 16.80	  3.00
 20.90	 16.80	  3.00
 22.10	 16.80	  3.00
 23.30	 16.80	  3.00
 26.70	 16.80	  3.00
 29.50	 16.80	  3.00
 32.30	 16.80	  3.00
 35.50	 16.80	  3.00
 35.90	 16.80	  3.00
 36.90	 16.80	  3.00
 11.00	 16.90	  3.00
 11.70	 16.90	  3.00
 11.80	 16.90	  3.00
 11.90	 16.90	  3.00
 12.10	 16.90	  3.00
 13.70	 16.90	  3.00
 16.10	 16.90	  3.00
 18.90	 16.90	  3.00
 21.50	 16.90	  3.00
 21.60	 16.90	  3.00
 22.70	 16.90	  3.00
 23.90	 16.90	  3.00
 25.40	 16.90	  3.00
 27.90	 16.90	  3.00
 29.90	 16.90	  3.00
 30.40	 16.90	  3.00
 31.10	 16.90	  3.00
 36.80	 16.90	  3.00
